"blueWins","blueKills","blueDeaths","blueAssists","blueEliteMonsters","blueTowersDestroyed","blueTotalGold","blueAvgLevel","blueGoldDiff","blueExperienceDiff","blueCSPerMin","blueGoldPerMin","redKills","redDeaths","redAssists","redEliteMonsters","redTowersDestroyed","redTotalGold","redAvgLevel","redGoldDiff","redExperienceDiff","redCSPerMin","redGoldPerMin"
0,3,4,4,0,0,15478,6.8,-1003,-1571,23.3,1547.8,4,3,4,0,0,16481,7.2,1003,1571,23.6,1648.1
0,7,3,10,2,0,16335,7.2,600,-81,21.2,1633.5,3,7,3,0,0,15735,7,-600,81,24.6,1573.5
1,4,5,2,0,0,14826,6.8,-1596,-1318,20.4,1482.6,5,4,7,1,0,16422,7,1596,1318,21.4,1642.2
1,9,7,6,0,0,19092,7.2,2035,1188,22.6,1909.2,7,9,8,1,0,17057,7,-2035,-1188,21.4,1705.7
0,10,7,9,1,0,17619,7.2,1273,622,18.6,1761.9,7,10,4,1,0,16346,7,-1273,-622,18.6,1634.6
1,9,8,9,0,0,16872,7,-1232,-272,19.9,1687.2,8,9,6,1,0,18104,7,1232,272,22.5,1810.4
1,8,5,9,1,0,17265,6.8,1726,1423,23.3,1726.5,5,8,11,0,0,15539,6.4,-1726,-1423,19.2,1553.9
1,11,7,12,0,0,19308,7.2,2036,2183,24.3,1930.8,7,11,9,0,0,17272,6.6,-2036,-2183,16.4,1727.2
1,7,8,8,1,0,16535,7,-1123,-1665,23,1653.5,8,7,7,1,0,17658,7,1123,1665,22.5,1765.8
0,6,8,8,0,0,16606,7,-1325,64,22.6,1660.6,8,6,11,1,0,17931,7.2,1325,-64,23.3,1793.1
0,9,9,10,1,0,17168,6.8,-25,1849,21.2,1716.8,9,9,10,0,0,17193,6.6,25,-1849,19.6,1719.3
0,4,4,6,0,0,14839,6.6,-1089,-782,21.5,1483.9,4,4,1,0,0,15928,7,1089,782,22.5,1592.8
1,7,6,8,0,0,17812,7,1745,1180,24.4,1781.2,6,7,10,1,0,16067,6.8,-1745,-1180,21.6,1606.7
0,3,5,4,0,0,14827,7,-1838,-1584,20.1,1482.7,5,3,4,1,0,16665,7,1838,1584,23,1666.5
1,4,6,4,1,0,15578,6.8,-1018,-1124,22.9,1557.8,6,4,6,0,0,16596,7,1018,1124,24,1659.6
0,7,3,8,1,0,16628,6.8,-105,1234,21.5,1662.8,3,7,5,1,0,16733,6.2,105,-1234,21.3,1673.3
0,3,4,6,1,0,14609,6.8,-2141,-2439,21.8,1460.9,4,3,4,1,0,16750,7.2,2141,2439,25.3,1675
0,1,7,1,0,0,13325,6.6,-3573,-2497,17.1,1332.5,7,1,12,2,0,16898,7.2,3573,2497,23,1689.8
1,3,7,3,0,0,15277,6.8,-2105,-88,23.4,1527.7,7,3,15,1,0,17382,7,2105,88,19.1,1738.2
0,6,5,4,0,0,16287,6.6,25,2,22.6,1628.7,5,6,9,0,0,16262,6.8,-25,-2,22.6,1626.2
0,1,14,1,1,0,12747,7,14,-28,18,1274.7,14,1,10,0,0,19182,7.4,-14,28,22.7,1918.2
0,9,9,7,1,0,17687,6.8,-609,-504,20.6,1768.7,9,9,13,0,0,18296,7,609,504,22.5,1829.6
1,8,4,6,1,0,17187,7,1546,61,23.2,1718.7,4,8,3,0,0,15641,7.2,-1546,-61,24,1564.1
0,3,12,4,0,0,14015,6.4,-4929,-3345,17.8,1401.5,12,3,16,1,0,18944,7.2,4929,3345,22.8,1894.4
1,6,6,5,0,0,16291,6.8,164,-222,22.8,1629.1,6,6,6,0,0,16127,7,-164,222,22.7,1612.7
1,4,2,9,0,0,16289,7.4,1025,1276,22.9,1628.9,2,4,1,2,0,15264,7,-1025,-1276,27.1,1526.4
1,8,5,9,0,0,17234,7.2,1474,1001,22.8,1723.4,5,8,5,0,0,15760,6.8,-1474,-1001,20.1,1576
0,3,8,4,0,0,14663,6.6,-2454,-3816,20.1,1466.3,8,3,8,1,0,17117,7.4,2454,3816,21.3,1711.7
1,5,5,4,1,0,16278,7,269,480,24.4,1627.8,5,5,5,0,0,16009,7,-269,-480,21.9,1600.9
1,14,6,6,1,0,19025,6.8,-524,-904,21.8,1902.5,6,14,9,1,0,19549,7,524,904,18.5,1954.9
1,3,5,3,0,0,15366,7,-1364,-87,23,1536.6,5,3,7,1,0,16730,6.8,1364,87,24.3,1673
0,0,5,0,0,0,14526,6.8,-2320,-1718,24.6,1452.6,5,0,6,1,0,16846,7.4,2320,1718,24.8,1684.6
1,4,2,8,1,0,16547,7.2,1268,1705,25.9,1654.7,2,4,3,0,0,15279,7,-1268,-1705,24.9,1527.9
1,2,5,1,1,0,14936,7.2,-1543,-509,23.1,1493.6,5,2,8,0,0,16479,7,1543,509,25,1647.9
0,5,11,3,1,0,15594,6.6,-2997,-2029,21.3,1559.4,11,5,14,0,0,18591,7.2,2997,2029,22.2,1859.1
0,9,6,11,0,0,17416,7.2,-367,-1771,20.8,1741.6,6,9,6,1,0,17783,7.4,367,1771,24.3,1778.3
0,4,7,4,1,0,15722,6.8,-3309,-2741,22.1,1572.2,7,4,9,0,0,19031,7.4,3309,2741,23,1903.1
0,3,2,2,1,0,16091,7.6,1188,2851,25.6,1609.1,2,3,3,1,0,14903,7,-1188,-2851,24.4,1490.3
0,6,3,6,0,0,15048,7,-1138,-867,18.3,1504.8,3,6,3,1,0,16186,7,1138,867,25.3,1618.6
1,6,10,6,0,0,16398,7.6,14,-28,23.9,1639.8,10,6,11,0,0,16545,6.4,-14,28,21.8,1654.5
1,8,3,10,1,0,18272,7.2,3723,3777,23.3,1827.2,3,8,3,1,0,14549,6.4,-3723,-3777,19.6,1454.9
0,5,5,6,1,0,16270,7.2,748,-77,22.3,1627,5,5,5,0,0,15522,6.8,-748,77,20.8,1552.2
1,8,7,8,0,0,17298,6.4,326,1472,23.3,1729.8,7,8,11,1,0,16972,6.4,-326,-1472,21,1697.2
1,4,2,6,2,0,17230,6.6,1449,-530,24.4,1723,2,4,5,0,0,15781,7,-1449,530,22.9,1578.1
0,10,9,9,1,0,17098,6.8,-635,-1011,20.1,1709.8,9,10,9,0,0,17733,7.2,635,1011,20.8,1773.3
0,8,6,11,1,0,17380,7,1060,488,21.1,1738,6,8,9,1,0,16320,7,-1060,-488,21.5,1632
0,6,9,4,1,0,16829,6.8,-489,188,19.8,1682.9,9,6,11,1,0,17318,6.8,489,-188,21.6,1731.8
0,3,5,6,0,0,14538,6.8,-2335,-2787,21.8,1453.8,5,3,6,1,0,16873,7.4,2335,2787,23.6,1687.3
1,4,7,6,1,0,15159,6.6,-2496,-2174,21.7,1515.9,7,4,6,1,0,17655,7.2,2496,2174,24,1765.5
0,5,8,3,0,0,14874,6.6,-2695,-1042,17.7,1487.4,8,5,14,1,0,17569,6.8,2695,1042,24.9,1756.9
0,9,6,9,2,0,17721,7,1160,939,22.6,1772.1,6,9,7,0,0,16561,6.8,-1160,-939,21.3,1656.1
1,9,3,10,1,0,20273,7.2,4982,1971,25.4,2027.3,3,9,4,0,0,15291,6.8,-4982,-1971,19.5,1529.1
1,13,6,13,1,0,20103,6.8,4688,983,22,2010.3,6,13,4,0,0,15415,6.8,-4688,-983,17.2,1541.5
1,7,5,10,0,0,16491,6.8,1774,1305,19.9,1649.1,5,7,5,0,0,14717,6.4,-1774,-1305,17,1471.7
1,8,3,8,1,0,17640,7.2,2768,2761,23.3,1764,3,8,2,0,0,14872,6.6,-2768,-2761,22,1487.2
1,5,4,8,1,0,15518,6.6,-686,-619,19.7,1551.8,4,5,5,1,0,16204,6.8,686,619,24.9,1620.4
0,7,5,5,2,0,17381,7,1418,544,22,1738.1,5,7,5,0,0,15963,6.8,-1418,-544,22.5,1596.3
0,3,3,1,1,0,15127,7,-5,-269,23.8,1512.7,3,3,3,0,0,15132,7,5,269,20.3,1513.2
0,3,5,4,0,0,13794,7,-4000,-2533,18.3,1379.4,5,3,5,0,0,17794,6.8,4000,2533,24.5,1779.4
1,3,4,0,0,0,15139,6.8,-243,799,24,1513.9,4,3,10,1,0,15382,6.6,243,-799,20.6,1538.2
0,3,5,6,0,0,15929,7.2,-709,-147,22.9,1592.9,5,3,10,1,0,16638,7,709,147,23.2,1663.8
1,2,5,3,2,0,14974,7,-726,-31,22.4,1497.4,5,2,5,0,0,15700,7,726,31,21.6,1570
1,11,4,6,1,0,19695,7.2,3936,2111,25.8,1969.5,4,11,4,1,0,15759,7,-3936,-2111,20.5,1575.9
1,4,4,0,1,0,15154,6.6,-277,208,21.9,1515.4,4,4,7,0,0,15431,6.6,277,-208,22.4,1543.1
0,4,8,7,1,0,14766,6.6,-2769,-820,19,1476.6,8,4,11,0,0,17535,6.8,2769,820,22.9,1753.5
0,9,4,11,1,0,17341,7,1513,1585,20.9,1734.1,4,9,8,0,0,15828,7,-1513,-1585,22.2,1582.8
1,4,5,0,2,0,15464,7,-736,-94,21.8,1546.4,5,4,9,0,0,16200,7,736,94,22.3,1620
1,8,9,9,0,0,18529,7.2,1334,656,25.1,1852.9,9,8,11,1,0,17195,7,-1334,-656,20.2,1719.5
1,9,4,6,0,0,18149,7,3036,1766,20.2,1814.9,4,9,5,1,0,15113,6.6,-3036,-1766,22.2,1511.3
0,3,2,6,1,0,15840,6.6,1811,-631,21.2,1584,2,3,1,1,0,14029,6.8,-1811,631,22.1,1402.9
1,8,6,8,0,0,17915,7.2,1451,1985,21.5,1791.5,6,8,9,0,0,16464,7,-1451,-1985,22.2,1646.4
0,5,5,7,1,0,16242,7,-598,-146,23.5,1624.2,5,5,11,1,0,16840,7,598,146,22.9,1684
1,10,6,10,1,0,18498,7.2,1446,1597,23.8,1849.8,6,10,5,0,0,17052,7,-1446,-1597,22.9,1705.2
0,10,9,15,1,0,19120,6.8,1618,393,21.9,1912,9,10,10,0,0,17502,6.8,-1618,-393,20.7,1750.2
1,10,11,13,1,0,17948,6.6,93,-1276,19.3,1794.8,11,10,13,0,0,17855,6.8,-93,1276,21.9,1785.5
0,6,5,8,0,0,16517,6.6,1183,887,21.9,1651.7,5,6,7,0,0,15334,6.6,-1183,-887,19.2,1533.4
0,3,7,0,0,0,13452,6.4,-3453,-720,17,1345.2,7,3,10,1,0,16905,6.6,3453,720,21.2,1690.5
0,5,10,3,0,0,15687,6.6,-1655,-1323,21,1568.7,10,5,12,1,0,17342,7.2,1655,1323,21.5,1734.2
0,5,11,4,1,0,14763,6.8,-4462,-2990,17.9,1476.3,11,5,11,0,0,19225,7.2,4462,2990,25.5,1922.5
0,7,6,8,0,0,16417,6.6,557,1061,21.1,1641.7,6,7,9,0,0,15860,6.8,-557,-1061,19.4,1586
1,9,4,10,0,0,18168,7.4,2527,3473,25.4,1816.8,4,9,6,0,0,15641,6.8,-2527,-3473,22,1564.1
0,7,8,9,0,0,15903,6.8,-1831,-2604,18.9,1590.3,8,7,11,2,0,17734,7.2,1831,2604,22.6,1773.4
1,2,1,1,1,0,14702,6.6,649,69,24.4,1470.2,1,2,1,1,0,14053,6.8,-649,-69,21.4,1405.3
0,11,5,10,0,0,18874,7.2,3091,2498,22.4,1887.4,5,11,7,0,0,15783,6.6,-3091,-2498,21.5,1578.3
0,3,10,3,1,0,15225,7,-2707,-1826,21.1,1522.5,10,3,11,0,0,17932,7.4,2707,1826,20.9,1793.2
0,4,5,7,0,0,15858,6.8,-512,-844,24.6,1585.8,5,4,6,2,0,16370,7,512,844,24.1,1637
0,4,9,6,0,0,14693,6.6,-3874,-2423,16.9,1469.3,9,4,13,0,0,18567,7,3874,2423,22.3,1856.7
1,3,2,3,1,0,15574,6.8,-100,219,21.7,1557.4,2,3,2,0,0,15674,6.6,100,-219,24,1567.4
0,3,5,2,0,0,15692,6.6,506,1580,22.1,1569.2,5,3,8,1,0,15186,6.8,-506,-1580,18.2,1518.6
1,9,1,13,0,0,18297,7.2,4796,3112,25.1,1829.7,1,9,0,0,0,13501,6.4,-4796,-3112,20.3,1350.1
1,6,6,10,2,0,19247,6.8,-1709,-1585,20.5,1924.7,6,6,16,0,0,16378,7,1709,1585,18.2,1637.8
0,1,7,1,0,0,15414,6.8,-553,-114,23.6,1541.4,7,1,8,0,0,15967,7,553,114,19.4,1596.7
1,10,7,15,1,0,19601,7.4,3190,2346,22.7,1960.1,7,10,8,1,0,16411,6.8,-3190,-2346,21.4,1641.1
0,3,6,0,1,0,15189,6.6,-1720,-2056,22.5,1518.9,6,3,3,1,0,16909,7.2,1720,2056,24.8,1690.9
0,5,9,3,0,0,16452,6.6,-480,353,23.2,1645.2,9,5,10,0,0,16932,6.8,480,-353,19.2,1693.2
0,2,5,3,0,0,14899,6.8,-1081,-631,23.8,1489.9,5,2,6,1,0,15980,6.8,1081,631,20.9,1598
1,9,1,9,1,0,18964,7.2,5436,3459,25.5,1896.4,1,9,1,0,0,13528,6.4,-5436,-3459,18.3,1352.8
1,12,1,14,1,0,18923,7,5323,2352,23.6,1892.3,1,12,1,0,0,13600,6.4,-5323,-2352,19.1,1360
0,7,8,8,0,0,17472,6.8,-214,-356,22.9,1747.2,8,7,9,2,0,17686,7,214,356,21.1,1768.6
0,3,9,2,1,0,14665,6.2,-2705,-1757,18.8,1466.5,9,3,9,0,0,17370,7.2,2705,1757,22.6,1737
1,5,3,4,1,0,16415,6.8,1419,82,21.3,1641.5,3,5,2,1,0,14996,6.8,-1419,-82,22.3,1499.6
0,2,11,2,0,0,13960,6.4,-5431,-4681,19.1,1396,11,2,10,0,0,19391,7.4,5431,4681,20,1939.1
0,2,11,3,0,0,14773,6.6,-4125,-2712,20.2,1477.3,11,2,11,1,0,18898,7.2,4125,2712,23.7,1889.8
1,11,5,11,2,0,19181,7.4,3153,3196,24.7,1918.1,5,11,10,0,0,16028,6.6,-3153,-3196,18.5,1602.8
0,5,8,1,1,0,14528,6.4,-3991,-3529,17.5,1452.8,8,5,3,0,0,18519,7.4,3991,3529,23.9,1851.9
0,6,7,3,0,0,15827,6.6,-1694,-603,21.8,1582.7,7,6,6,1,0,17521,7,1694,603,23.9,1752.1
0,6,4,4,1,0,16179,6.8,989,631,21.5,1617.9,4,6,3,0,0,15190,6.8,-989,-631,21.2,1519
1,3,5,5,1,0,15049,6.8,-1564,-953,24.7,1504.9,5,3,4,0,0,16613,7.2,1564,953,24.2,1661.3
0,3,8,2,0,0,15453,7.2,-664,615,20.9,1545.3,8,3,8,1,0,16117,7,664,-615,18,1611.7
1,1,2,0,1,0,14645,7.2,-1377,-180,25.6,1464.5,2,1,2,1,0,16022,7.2,1377,180,21.8,1602.2
0,6,7,10,1,0,15766,6.8,-1089,-2134,19.7,1576.6,7,6,6,0,0,16855,7,1089,2134,22.6,1685.5
1,7,2,10,2,0,18890,7.2,4234,1695,22.7,1889,2,7,3,0,0,14656,6.6,-4234,-1695,21.4,1465.6
0,6,7,7,1,0,16450,7,-702,-89,23.8,1645,7,6,10,1,0,17152,7,702,89,22.6,1715.2
0,6,5,5,1,0,16490,6.8,-508,-1394,22.5,1649,5,6,3,1,0,16998,7.2,508,1394,25.7,1699.8
1,10,4,13,0,0,17408,7.2,2366,1147,19.3,1740.8,4,10,5,1,0,15042,6.8,-2366,-1147,23.1,1504.2
1,6,6,12,1,0,16951,7,248,-219,22.9,1695.1,6,6,7,1,0,16703,6.8,-248,219,24.5,1670.3
1,9,5,11,1,0,17120,7,1426,128,16.3,1712,5,9,2,0,0,15694,6.8,-1426,-128,20.7,1569.4
0,2,2,2,0,0,14310,7,-740,76,20.7,1431,2,2,2,1,0,15050,7,740,-76,24.2,1505
0,2,4,2,2,0,14689,6.8,-1724,-262,24.1,1468.9,4,2,4,0,0,16413,7,1724,262,26,1641.3
1,8,4,10,1,0,18341,7.4,3311,2682,21.7,1834.1,4,8,3,0,0,15030,6.6,-3311,-2682,22.8,1503
0,6,3,10,0,0,17772,7.2,3401,2392,25.1,1777.2,3,6,2,1,0,14371,6.6,-3401,-2392,20.4,1437.1
0,4,7,4,0,0,16262,7,-1293,-625,22.4,1626.2,7,4,5,0,0,17555,7.2,1293,625,24.3,1755.5
1,5,3,7,0,0,16239,7.2,906,1767,18.9,1623.9,3,5,3,1,0,15333,6.6,-906,-1767,22.1,1533.3
0,6,12,9,0,0,16944,7,-2761,-2375,19.3,1694.4,12,6,12,1,0,19705,7.4,2761,2375,22.7,1970.5
1,6,4,12,2,0,16939,7,1419,731,21.1,1693.9,4,6,6,0,0,15520,6.6,-1419,-731,22.7,1552
0,2,4,3,0,0,14615,7,-1530,-1114,22.1,1461.5,4,2,5,1,0,16145,7.4,1530,1114,24.3,1614.5
1,8,8,11,0,0,17706,6.8,216,1250,23.1,1770.6,8,8,7,0,0,17490,6.8,-216,-1250,20.4,1749
0,8,5,7,1,0,17727,7.2,1521,1915,21.7,1772.7,5,8,7,1,0,16206,6.8,-1521,-1915,19.8,1620.6
0,0,8,0,0,0,12988,6.2,-5264,-4627,21.8,1298.8,8,0,10,2,0,18252,7.2,5264,4627,27.3,1825.2
1,8,1,8,1,0,17613,7.2,3949,2440,23.4,1761.3,1,8,2,0,0,13664,6.6,-3949,-2440,21.6,1366.4
1,11,5,12,1,0,18632,7.2,2907,1175,22.7,1863.2,5,11,8,0,0,15725,7,-2907,-1175,20.4,1572.5
1,5,6,2,1,0,15476,7,-706,-873,23.3,1547.6,6,5,7,0,0,16182,7.4,706,873,24.4,1618.2
0,4,5,5,0,0,15717,6.8,-527,-208,22.4,1571.7,5,4,9,1,0,16244,6.8,527,208,19.9,1624.4
1,8,8,8,1,0,18253,6.8,1683,-172,24,1825.3,8,8,6,0,0,16570,6.8,-1683,172,20.3,1657
0,3,5,2,0,0,14349,6.6,-1005,-251,20.5,1434.9,5,3,3,0,0,15354,6.4,1005,251,22.8,1535.4
0,4,6,6,1,0,15407,6.6,-1122,-302,23.2,1540.7,6,4,8,0,0,16529,6.8,1122,302,21.4,1652.9
0,4,5,4,1,0,15273,6.8,-808,-311,21.1,1527.3,5,4,6,0,0,16081,7.2,808,311,23.8,1608.1
0,4,6,5,0,0,14868,6.6,-2281,-1594,18.2,1486.8,6,4,9,1,0,17149,6.8,2281,1594,20.9,1714.9
1,4,4,4,0,0,14892,6.8,-1750,-628,19.9,1489.2,4,4,4,1,0,16642,7.2,1750,628,25,1664.2
1,10,4,12,0,0,18509,7.6,2974,1421,22.3,1850.9,4,10,5,1,0,15535,7.4,-2974,-1421,21.3,1553.5
1,6,4,9,0,0,17096,7.2,419,462,24.1,1709.6,4,6,5,1,0,16677,7.2,-419,-462,24.7,1667.7
1,6,3,10,2,0,17377,7.2,2101,1596,24.7,1737.7,3,6,5,0,0,15276,6.8,-2101,-1596,19.3,1527.6
0,7,7,5,1,0,16554,7,-776,166,23.5,1655.4,7,7,14,0,0,17330,6.8,776,-166,25.9,1733
1,4,5,6,0,0,15256,6.8,-957,-2267,21,1525.6,5,4,5,1,0,16213,7.2,957,2267,23.5,1621.3
1,9,1,7,2,0,17710,7.2,4311,3239,23,1771,1,9,0,0,0,13399,6.6,-4311,-3239,20.1,1339.9
0,4,5,3,1,0,15041,7,-1207,-1748,21.4,1504.1,5,4,3,0,0,16248,7,1207,1748,22.8,1624.8
1,9,3,9,2,0,19027,7.2,4616,2050,24.7,1902.7,3,9,1,0,0,14411,6.6,-4616,-2050,18.7,1441.1
1,10,6,16,2,0,18718,7.4,2404,927,21.4,1871.8,6,10,6,0,0,16314,7,-2404,-927,22.8,1631.4
0,7,5,10,1,0,16938,7.2,600,824,23.1,1693.8,5,7,8,1,0,16338,7,-600,-824,22.9,1633.8
1,7,3,3,0,0,16772,7,1936,1799,25.5,1677.2,3,7,4,1,0,14836,6.6,-1936,-1799,20.5,1483.6
1,6,13,9,1,0,16035,6.6,-4685,-3600,16,1603.5,13,6,6,0,0,16378,7.6,4685,3600,24.4,1637.8
0,3,3,5,1,0,15518,6.6,315,-61,23.4,1551.8,3,3,4,0,0,15203,6.6,-315,61,21.6,1520.3
0,7,7,12,1,0,17543,7,994,-547,19.5,1754.3,7,7,11,1,0,16549,7,-994,547,21.5,1654.9
1,3,4,4,1,0,15829,7,450,661,24.2,1582.9,4,3,5,1,0,15379,6.6,-450,-661,23.9,1537.9
1,5,8,6,1,0,17389,7,110,-402,23.1,1738.9,8,5,9,0,0,17279,7.2,-110,402,23.1,1727.9
1,7,7,7,0,0,16683,7.2,-396,481,23.1,1668.3,7,7,5,2,0,17079,6.8,396,-481,24.6,1707.9
0,6,8,8,0,0,16985,7,-805,254,24,1698.5,8,6,10,1,0,17790,7,805,-254,22.1,1779
0,2,8,2,0,0,14904,6.6,-1302,-1959,22.2,1490.4,8,2,6,2,0,16206,7,1302,1959,19.4,1620.6
0,8,5,12,1,0,17551,6.6,1763,-239,23.7,1755.1,5,8,6,0,0,15788,7,-1763,239,21.3,1578.8
0,5,9,3,1,0,15278,6.4,-1993,-2178,18.6,1527.8,9,5,5,0,0,17271,7,1993,2178,21.1,1727.1
0,6,6,5,2,0,15539,6.8,8,572,19.1,1553.9,6,6,8,0,0,15531,6.4,-8,-572,20.8,1553.1
1,11,8,16,0,0,17860,6.8,1240,-349,17.2,1786,8,11,6,1,0,16620,6.8,-1240,349,20.2,1662
1,3,5,2,1,0,15156,6.6,-1063,-2035,20.7,1515.6,5,3,4,0,0,16219,7.2,1063,2035,22.9,1621.9
1,9,6,11,1,0,18152,7,22,1773,22.3,1815.2,6,9,10,1,0,18130,6.6,-22,-1773,20,1813
1,5,4,9,0,0,16587,7,-16,497,25.2,1658.7,4,5,5,2,0,16603,7,16,-497,24.2,1660.3
0,4,3,5,1,0,15562,7.2,-526,496,23.5,1556.2,3,4,2,0,0,16088,7,526,-496,21.9,1608.8
1,4,6,4,0,0,14944,6.8,-916,-659,20,1494.4,6,4,8,1,0,15860,7,916,659,19.3,1586
0,5,10,8,1,0,15269,6.6,-2793,-1055,19.4,1526.9,10,5,13,0,0,18062,6.8,2793,1055,20.4,1806.2
0,7,9,7,0,0,17166,7.2,-1561,925,22.4,1716.6,9,7,10,2,0,18727,7,1561,-925,17.7,1872.7
1,5,11,6,0,0,14813,6.8,-3707,-1742,18.2,1481.3,11,5,10,2,0,18520,7.2,3707,1742,22.5,1852
0,6,10,7,0,0,15787,6.8,-2457,-1625,20.5,1578.7,10,6,10,1,0,18244,7,2457,1625,23.8,1824.4
0,6,8,4,0,0,14795,6.4,-2348,-1246,17.2,1479.5,8,6,10,1,0,17143,6.6,2348,1246,19.3,1714.3
1,6,2,15,1,0,19848,7.2,5275,3662,22.4,1984.8,2,6,0,0,0,14573,6.6,-5275,-3662,22.7,1457.3
0,1,7,1,0,0,13886,6.6,-3413,-3079,22.2,1388.6,7,1,3,1,0,17299,7.2,3413,3079,24.5,1729.9
1,6,10,4,0,0,16149,6.8,-1286,-848,21.2,1614.9,10,6,14,0,0,17435,7,1286,848,19,1743.5
1,7,7,4,0,0,15312,6.6,-1785,-1581,17.4,1531.2,7,7,4,2,0,17097,7,1785,1581,21.6,1709.7
1,7,2,10,1,0,17267,7.2,3107,2096,22.4,1726.7,2,7,0,0,0,14160,6.6,-3107,-2096,21.8,1416
0,5,4,3,1,0,15961,7,-41,-1008,22.4,1596.1,4,5,2,0,0,16002,7.2,41,1008,23.3,1600.2
1,9,7,12,0,0,17704,7,639,1171,19.6,1770.4,7,9,10,0,0,17065,6.4,-639,-1171,20.8,1706.5
0,1,6,2,0,0,14808,7.2,-2041,-1090,24,1480.8,6,1,6,1,0,16849,7.4,2041,1090,22.7,1684.9
0,5,4,3,1,0,16374,7.2,412,93,22.7,1637.4,4,5,1,0,0,15962,7.2,-412,-93,23.4,1596.2
0,6,1,11,0,0,16933,7.2,2836,448,24.2,1693.3,1,6,0,1,0,14097,6.8,-2836,-448,20.7,1409.7
1,11,8,12,0,0,18156,7.2,957,469,20.8,1815.6,8,11,5,2,0,17199,6.8,-957,-469,21.8,1719.9
1,12,9,9,0,0,19397,7,2287,2551,23.2,1939.7,9,12,4,0,0,17110,6.6,-2287,-2551,18.4,1711
0,7,9,10,0,0,17033,6.8,-462,-1186,20.9,1703.3,9,7,9,0,0,17495,7,462,1186,21.3,1749.5
1,11,10,7,1,0,19061,7.2,1362,1592,23.6,1906.1,10,11,11,0,0,17699,6.8,-1362,-1592,19.1,1769.9
1,7,6,3,1,0,16653,7.4,140,1737,22.9,1665.3,6,7,5,0,0,16513,7,-140,-1737,22.9,1651.3
1,5,8,5,1,0,16781,6.6,633,-295,23.7,1678.1,8,5,13,0,0,16148,6.8,-633,295,18,1614.8
0,5,6,5,0,0,15978,6.8,-323,214,21,1597.8,6,5,6,1,0,16301,7,323,-214,20.3,1630.1
1,3,6,3,0,0,15859,7,-1296,227,24.1,1585.9,6,3,7,1,0,17155,7.2,1296,-227,25.7,1715.5
1,6,14,6,0,0,16205,6.4,-3622,-1908,19.6,1620.5,14,6,16,2,0,19827,7,3622,1908,22.4,1982.7
1,10,10,11,0,0,17528,6.8,-541,546,19.7,1752.8,10,10,11,1,0,18069,6.6,541,-546,22.3,1806.9
1,8,6,9,0,0,17154,7,1933,2792,20.2,1715.4,6,8,6,0,0,15221,6.6,-1933,-2792,17.4,1522.1
0,4,7,6,0,0,16112,7.2,-692,-758,24.7,1611.2,7,4,7,2,0,16804,7.2,692,758,22.3,1680.4
0,5,3,7,0,0,16210,7.2,766,-662,22.6,1621,3,5,2,0,0,15444,6.8,-766,662,20.2,1544.4
1,6,4,10,1,0,18369,7.4,2334,1835,27.6,1836.9,4,6,2,1,0,16035,7.2,-2334,-1835,24.9,1603.5
1,5,7,4,0,0,16097,6.8,-143,462,24.3,1609.7,7,5,8,0,0,16240,6.6,143,-462,19.8,1624
0,1,11,2,0,0,13196,6.4,-5525,-28,19.4,1319.6,11,1,8,0,0,18721,7.8,5525,28,25.2,1872.1
0,5,4,8,0,0,15552,6.6,-1493,-1179,20.1,1555.2,4,5,5,1,0,17045,7,1493,1179,25,1704.5
1,11,6,6,1,0,17597,6.8,2534,2539,19,1759.7,6,11,5,0,0,15063,6.2,-2534,-2539,18.8,1506.3
0,5,6,6,0,0,15709,6.8,-5900,-4872,21.6,1570.9,6,5,8,2,0,16378,7.8,5900,4872,27,1637.8
0,5,6,8,2,0,17035,7,851,327,23,1703.5,6,5,6,0,0,16184,6.6,-851,-327,21.9,1618.4
1,3,3,2,2,0,15000,7,198,726,22.9,1500,3,3,3,0,0,14802,6.8,-198,-726,22,1480.2
1,9,9,7,0,0,18426,7.6,380,-674,24,1842.6,9,9,6,1,0,18046,7.6,-380,674,21.1,1804.6
1,8,4,7,2,0,17634,7,2018,2261,24.2,1763.4,4,8,2,0,0,15616,6.6,-2018,-2261,23.3,1561.6
1,11,1,13,1,0,20251,7.4,14,-28,26.3,2025.1,1,11,1,1,0,13309,6.2,-14,28,18.6,1330.9
0,7,7,13,1,0,16034,6.6,-754,-729,19.9,1603.4,7,7,12,0,0,16788,6.8,754,729,22.4,1678.8
0,2,5,4,0,0,14147,6.6,-1400,-1716,22.6,1414.7,5,2,9,1,0,15547,7,1400,1716,19.7,1554.7
0,9,8,11,1,0,18304,7.2,1606,1036,23.7,1830.4,8,9,9,1,0,16698,7,-1606,-1036,19.8,1669.8
0,5,5,6,1,0,15104,6.6,-2130,-2032,18.6,1510.4,5,5,3,0,0,17234,7.2,2130,2032,25.9,1723.4
0,10,10,6,1,0,18847,7.2,987,642,21.3,1884.7,10,10,8,0,0,17860,7.2,-987,-642,20.6,1786
1,2,2,1,0,0,15782,6.8,1344,1195,25.3,1578.2,2,2,1,0,0,14438,6.8,-1344,-1195,23.6,1443.8
1,6,5,6,1,0,16893,7,568,1096,23.8,1689.3,5,6,6,0,0,16325,7,-568,-1096,23.1,1632.5
0,10,5,12,1,0,18545,7.2,2621,2001,20,1854.5,5,10,5,1,0,15924,6.8,-2621,-2001,20.6,1592.4
